state,year,total_budget_crore,health_allocation_crore,health_allocation_pct,education_allocation_crore,education_allocation_pct,agriculture_allocation_crore,agriculture_allocation_pct,infrastructure_allocation_crore,infrastructure_allocation_pct,rural_dev_allocation_crore,rural_dev_allocation_pct,defence_allocation_crore,defence_allocation_pct,social_welfare_allocation_crore,social_welfare_allocation_pct,water_allocation_crore,water_allocation_pct,energy_allocation_crore,energy_allocation_pct,urban_allocation_crore,urban_allocation_pct,admin_allocation_crore,admin_allocation_pct
Mizoram,2011,7169,439.46,6.13,1472.51,20.54,811.53,11.32,981.44,13.69,825.15,11.51,234.43,3.27,339.81,4.74,414.37,5.78,558.47,7.79,573.52,8.0,518.32,7.23
Mizoram,2012,8741,940.53,10.76,2044.52,23.39,992.1,11.35,1069.9,12.24,578.65,6.62,323.42,3.7,620.61,7.1,239.5,2.74,472.89,5.41,751.73,8.6,707.15,8.09
Mizoram,2013,8811,611.48,6.94,1967.5,22.33,1169.22,13.27,920.75,10.45,978.9,11.11,157.72,1.79,835.28,9.48,301.34,3.42,741.01,8.41,593.86,6.74,534.83,6.07
Mizoram,2014,9710,813.7,8.38,1991.52,20.51,820.5,8.45,1542.92,15.89,647.66,6.67,343.73,3.54,934.1,9.62,404.91,4.17,682.61,7.03,748.64,7.71,779.71,8.03
Mizoram,2015,10592,919.39,8.68,2202.08,20.79,1379.08,13.02,1667.18,15.74,925.74,8.74,294.46,2.78,542.31,5.12,390.84,3.69,755.21,7.13,503.12,4.75,1011.54,9.55
Mizoram,2016,10533,966.93,9.18,2065.52,19.61,1112.28,10.56,1326.1,12.59,922.69,8.76,477.14,4.53,820.52,7.79,314.94,2.99,579.32,5.5,847.91,8.05,1100.7,10.45
Mizoram,2017,12232,1255.0,10.26,2190.75,17.91,1056.84,8.64,1595.05,13.04,1056.84,8.64,433.01,3.54,852.57,6.97,759.61,6.21,1196.29,9.78,764.5,6.25,1070.3,8.75
Mizoram,2018,12154,1276.17,10.5,2006.63,16.51,1601.9,13.18,1570.3,12.92,983.26,8.09,362.19,2.98,735.32,6.05,770.56,6.34,862.93,7.1,889.67,7.32,1095.08,9.01
Mizoram,2019,14696,1432.86,9.75,2295.52,15.62,2028.05,13.8,2579.15,17.55,1022.84,6.96,268.94,1.83,1332.93,9.07,656.91,4.47,1290.31,8.78,590.78,4.02,1197.72,8.15
Mizoram,2020,13868,969.37,6.99,2096.84,15.12,1385.41,9.99,2248.0,16.21,1551.83,11.19,647.64,4.67,1164.91,8.4,575.52,4.15,1074.77,7.75,1146.88,8.27,1005.43,7.25
Mizoram,2021,17141,2041.49,11.91,3373.35,19.68,1660.96,9.69,2099.77,12.25,1182.73,6.9,311.97,1.82,951.33,5.55,1145.02,6.68,1736.38,10.13,896.47,5.23,1739.81,10.15
Mizoram,2022,18512,1804.92,9.75,3920.84,21.18,2523.19,13.63,2284.38,12.34,1556.86,8.41,572.02,3.09,1527.24,8.25,496.12,2.68,1116.27,6.03,864.51,4.67,1845.65,9.97
Mizoram,2023,21158,1959.23,9.26,4614.56,21.81,2297.76,10.86,2426.82,11.47,1982.5,9.37,884.4,4.18,1072.71,5.07,509.91,2.41,1646.09,7.78,1476.83,6.98,2287.18,10.81
Mizoram,2024,22431,2418.06,10.78,4291.05,19.13,2348.53,10.47,2732.1,12.18,1967.2,8.77,650.5,2.9,1841.59,8.21,1013.88,4.52,1774.29,7.91,1657.65,7.39,1738.4,7.75
Nagaland,1995,3432,292.41,8.52,589.27,17.17,317.46,9.25,374.77,10.92,416.64,12.14,99.18,2.89,280.39,8.17,153.07,4.46,341.83,9.96,193.22,5.63,373.74,10.89
Nagaland,1996,3208,243.49,7.59,514.24,16.03,328.82,10.25,437.25,13.63,270.43,8.43,165.53,5.16,252.79,7.88,169.06,5.27,326.9,10.19,249.58,7.78,249.58,7.78
Nagaland,1997,3695,302.62,8.19,702.42,19.01,427.88,11.58,528.38,14.3,342.53,9.27,133.76,3.62,315.92,8.55,178.84,4.84,256.43,6.94,162.95,4.41,343.27,9.29
Nagaland,1998,4282,292.03,6.82,715.09,16.7,562.23,13.13,536.11,12.52,430.77,10.06,242.36,5.66,335.71,7.84,160.15,3.74,254.78,5.95,186.7,4.36,566.51,13.23
Nagaland,1999,4355,293.96,6.75,991.2,22.76,663.7,15.24,486.89,11.18,313.56,7.2,135.0,3.1,417.64,9.59,138.92,3.19,288.74,6.63,237.35,5.45,387.6,8.9
Nagaland,2000,4703,263.84,5.61,1016.32,21.61,404.46,8.6,542.26,11.53,497.58,10.58,150.03,3.19,432.68,9.2,242.67,5.16,453.84,9.65,279.36,5.94,420.45,8.94
Nagaland,2001,5603,332.82,5.94,765.37,13.66,635.94,11.35,978.84,17.47,668.44,11.93,238.13,4.25,289.11,5.16,159.13,2.84,447.68,7.99,444.88,7.94,643.22,11.48
Nagaland,2002,5260,393.45,7.48,940.49,17.88,578.6,11.0,938.91,17.85,372.41,7.08,199.35,3.79,383.98,7.3,163.06,3.1,500.75,9.52,322.44,6.13,465.51,8.85
Nagaland,2003,6413,455.96,7.11,1367.25,21.32,598.97,9.34,976.06,15.22,439.93,6.86,171.87,2.68,629.76,9.82,249.47,3.89,539.97,8.42,292.43,4.56,691.32,10.78
Nagaland,2004,6465,475.82,7.36,1433.94,22.18,671.07,10.38,958.76,14.83,619.99,9.59,302.56,4.68,678.18,10.49,263.13,4.07,350.4,5.42,304.5,4.71,406.65,6.29
Nagaland,2005,7552,866.21,11.47,1049.73,13.9,675.9,8.95,1489.25,19.72,546.76,7.24,111.01,1.47,732.54,9.7,373.82,4.95,617.0,8.17,620.77,8.22,468.98,6.21
Nagaland,2006,7925,794.09,10.02,1548.55,19.54,845.6,10.67,1014.4,12.8,685.51,8.65,297.19,3.75,662.53,8.36,284.51,3.59,681.55,8.6,649.85,8.2,460.44,5.81
Nagaland,2007,7978,647.81,8.12,1607.57,20.15,886.36,11.11,1035.54,12.98,540.11,6.77,235.35,2.95,710.84,8.91,354.22,4.44,607.92,7.62,586.38,7.35,765.09,9.59
Nagaland,2008,8795,689.53,7.84,1595.41,18.14,642.91,7.31,1305.18,14.84,1054.52,11.99,393.14,4.47,565.52,6.43,608.61,6.92,627.96,7.14,411.61,4.68,900.61,10.24
Nagaland,2009,9693,1054.6,10.88,1487.88,15.35,645.55,6.66,1784.48,18.41,988.69,10.2,213.25,2.2,977.05,10.08,519.54,5.36,987.72,10.19,427.46,4.41,605.81,6.25
Nagaland,2010,10154,973.77,9.59,1678.46,16.53,657.98,6.48,1631.75,16.07,694.53,6.84,233.54,2.3,948.38,9.34,415.3,4.09,979.86,9.65,768.66,7.57,1173.8,11.56
Nagaland,2011,11419,1218.41,10.67,2078.26,18.2,1146.47,10.04,1676.31,14.68,887.26,7.77,243.22,2.13,1040.27,9.11,543.54,4.76,879.26,7.7,769.64,6.74,935.22,8.19
Nagaland,2012,11600,937.28,8.08,2239.96,19.31,1553.24,13.39,1572.96,13.56,792.28,6.83,452.4,3.9,1175.08,10.13,324.8,2.8,613.64,5.29,945.4,8.15,991.8,8.55
Nagaland,2013,13055,1087.48,8.33,2434.76,18.65,1468.69,11.25,1956.94,14.99,1122.73,8.6,288.52,2.21,1045.71,8.01,527.42,4.04,928.21,7.11,1082.26,8.29,1113.59,8.53
Nagaland,2014,15524,1803.89,11.62,2406.22,15.5,1170.51,7.54,2721.36,17.53,1123.94,7.24,617.86,3.98,1654.86,10.66,467.27,3.01,964.04,6.21,971.8,6.26,1622.26,10.45
Nagaland,2015,16765,1448.5,8.64,3934.75,23.47,1948.09,11.62,2382.31,14.21,1183.61,7.06,575.04,3.43,888.54,5.3,519.72,3.1,1160.14,6.92,1471.97,8.78,1252.35,7.47
Nagaland,2016,16612,1945.27,11.71,2631.34,15.84,1970.18,11.86,1810.71,10.9,2044.94,12.31,792.39,4.77,1096.39,6.6,963.5,5.8,1285.77,7.74,752.52,4.53,1318.99,7.94
Nagaland,2017,19196,1558.72,8.12,3401.53,17.72,1942.64,10.12,3297.87,17.18,1933.04,10.07,527.89,2.75,1648.94,8.59,829.27,4.32,1529.92,7.97,1088.41,5.67,1439.7,7.5
Nagaland,2018,19182,1617.04,8.43,3949.57,20.59,1590.19,8.29,3145.85,16.4,1818.45,9.48,487.22,2.54,1127.9,5.88,696.31,3.63,1346.58,7.02,1492.36,7.78,1914.36,9.98
Nagaland,2019,21972,2111.51,9.61,4539.42,20.66,2491.62,11.34,3150.78,14.34,2247.74,10.23,782.2,3.56,1705.03,7.76,593.24,2.7,1562.21,7.11,944.8,4.3,1845.65,8.4
Nagaland,2020,23052,1643.61,7.13,4718.74,20.47,1890.26,8.2,3524.65,15.29,2830.79,12.28,405.72,1.76,2591.04,11.24,758.41,3.29,1217.15,5.28,1834.94,7.96,1636.69,7.1
Nagaland,2021,25384,2891.24,11.39,4406.66,17.36,3160.31,12.45,3812.68,15.02,2078.95,8.19,335.07,1.32,2464.79,9.71,614.29,2.42,1705.8,6.72,1383.43,5.45,2528.25,9.96
Nagaland,2022,25306,2568.56,10.15,4747.41,18.76,2206.68,8.72,3618.76,14.3,2214.28,8.75,685.79,2.71,1723.34,6.81,1131.18,4.47,2178.85,8.61,1424.73,5.63,2808.97,11.1
Nagaland,2023,27615,2145.69,7.77,4597.9,16.65,2993.47,10.84,4089.78,14.81,2733.89,9.9,762.17,2.76,2278.24,8.25,1734.22,6.28,1734.22,6.28,1474.64,5.34,3068.03,11.11
Nagaland,2024,31362,3208.33,10.23,7087.81,22.6,3123.66,9.96,3619.17,11.54,2151.43,6.86,969.09,3.09,2449.37,7.81,1398.75,4.46,2283.15,7.28,1593.19,5.08,3471.77,11.07
Odisha,1995,28500,3040.95,10.67,5306.7,18.62,2317.05,8.13,4286.4,15.04,3078.0,10.8,658.35,2.31,2077.65,7.29,775.2,2.72,2254.35,7.91,1313.85,4.61,3391.5,11.9
Odisha,1996,31428,3277.94,10.43,5955.61,18.95,3199.37,10.18,4157.92,13.23,3491.65,11.11,861.13,2.74,1464.54,4.66,1238.26,3.94,2671.38,8.5,1517.97,4.83,3589.08,11.42
Odisha,1997,31493,3272.12,10.39,5212.09,16.55,3429.59,10.89,5495.53,17.45,2576.13,8.18,765.28,2.43,2673.76,8.49,1404.59,4.46,2254.9,7.16,1187.29,3.77,3224.88,10.24
Odisha,1998,38169,2916.11,7.64,6866.6,17.99,3022.98,7.92,4706.24,12.33,4015.38,10.52,950.41,2.49,3179.48,8.33,1977.15,5.18,4042.1,10.59,2202.35,5.77,4294.01,11.25
Odisha,1999,39590,2731.71,6.9,8040.73,20.31,4050.06,10.23,4944.79,12.49,4917.08,12.42,1001.63,2.53,3123.65,7.89,1884.48,4.76,2011.17,5.08,2862.36,7.23,4022.34,10.16
Odisha,2000,39672,3019.04,7.61,7950.27,20.04,4423.43,11.15,5149.43,12.98,4316.31,10.88,1416.29,3.57,3558.58,8.97,1642.42,4.14,3257.07,8.21,2550.91,6.43,2388.25,6.02
Odisha,2001,43322,4401.52,10.16,8157.53,18.83,5055.68,11.67,5631.86,13.0,4713.43,10.88,1810.86,4.18,3015.21,6.96,1316.99,3.04,3678.04,8.49,3015.21,6.96,2530.0,5.84
Odisha,2002,50901,6133.57,12.05,9452.32,18.57,4448.75,8.74,5543.12,10.89,4357.13,8.56,2555.23,5.02,3934.65,7.73,1542.3,3.03,4382.58,8.61,2860.64,5.62,5695.82,11.19
Odisha,2003,52752,4436.44,8.41,8593.3,16.29,4505.02,8.54,9848.8,18.67,5512.58,10.45,1055.04,2.0,3217.87,6.1,2880.26,5.46,3602.96,6.83,4188.51,7.94,4916.49,9.32
Odisha,2004,59970,5583.21,9.31,12185.9,20.32,6938.53,11.57,10428.78,17.39,6062.97,10.11,929.53,1.55,3592.2,5.99,1703.15,2.84,3904.05,6.51,4089.95,6.82,4545.73,7.58
Odisha,2005,64768,6288.97,9.71,8996.28,13.89,7292.88,11.26,11923.79,18.41,6327.83,9.77,1943.04,3.0,3931.42,6.07,2752.64,4.25,4352.41,6.72,5045.43,7.79,5906.84,9.12
Odisha,2006,76245,4315.47,5.66,16186.81,21.23,7197.53,9.44,14311.19,18.77,5710.75,7.49,2721.95,3.57,5672.63,7.44,2760.07,3.62,6313.09,8.28,5863.24,7.69,5192.28,6.81
Odisha,2007,72523,6983.96,9.63,14787.44,20.39,5250.67,7.24,9964.66,13.74,5642.29,7.78,2835.65,3.91,4307.87,5.94,4387.64,6.05,8245.87,11.37,4895.3,6.75,5221.66,7.2
Odisha,2008,77509,5813.18,7.5,13967.12,18.02,9975.41,12.87,9324.33,12.03,7867.16,10.15,3635.17,4.69,7402.11,9.55,4123.48,5.32,5673.66,7.32,4255.24,5.49,5472.14,7.06
Odisha,2009,83710,6654.94,7.95,11585.46,13.84,7634.35,9.12,14925.49,17.83,10103.8,12.07,3465.59,4.14,7383.22,8.82,4461.74,5.33,6755.4,8.07,5533.23,6.61,5206.76,6.22
Odisha,2010,86600,5767.56,6.66,15553.36,17.96,12816.8,14.8,9993.64,11.54,6616.24,7.64,4407.94,5.09,7283.06,8.41,3403.38,3.93,7620.8,8.8,3819.06,4.41,9309.5,10.75
Odisha,2011,103806,8262.96,7.96,18259.48,17.59,7474.03,7.2,18477.47,17.8,8128.01,7.83,3695.49,3.56,9622.82,9.27,2678.19,2.58,7297.56,7.03,8148.77,7.85,11761.22,11.33
Odisha,2012,113221,9340.73,8.25,26165.37,23.11,14945.17,13.2,16575.55,14.64,9465.28,8.36,2253.1,1.99,6430.95,5.68,5400.64,4.77,6091.29,5.38,8785.95,7.76,7778.28,6.87
Odisha,2013,121079,12071.58,9.97,19324.21,15.96,11865.74,9.8,20583.43,17.0,10776.03,8.9,2578.98,2.13,11914.17,9.84,3257.03,2.69,7833.81,6.47,7071.01,5.84,13815.11,11.41
Odisha,2014,135945,11446.57,8.42,31688.78,23.31,18325.39,13.48,16136.67,11.87,11487.35,8.45,3561.76,2.62,10263.85,7.55,3548.16,2.61,11161.08,8.21,10032.74,7.38,8292.65,6.1
Odisha,2015,139829,14751.96,10.55,28720.88,20.54,12780.37,9.14,15367.21,10.99,9648.2,6.9,5998.66,4.29,12738.42,9.11,4852.07,3.47,10724.88,7.67,9284.65,6.64,14961.7,10.7
Odisha,2016,154035,13123.78,8.52,30683.77,19.92,22966.62,14.91,25307.95,16.43,13878.55,9.01,2911.26,1.89,12261.19,7.96,8548.94,5.55,8163.85,5.3,7593.93,4.93,8595.15,5.58
Odisha,2017,153310,11574.91,7.55,29788.13,19.43,12341.45,8.05,25694.76,16.76,18075.25,11.79,3679.44,2.4,14257.83,9.3,4844.6,3.16,8769.33,5.72,12878.04,8.4,11390.93,7.43
Odisha,2018,160291,12358.44,7.71,28147.1,17.56,16397.77,10.23,22296.48,13.91,18497.58,11.54,7693.97,4.8,9841.87,6.14,4872.85,3.04,11172.28,6.97,8623.66,5.38,20389.02,12.72
Odisha,2019,197845,18320.45,9.26,41507.88,20.98,16599.2,8.39,21683.81,10.96,24453.64,12.36,9892.25,5.0,10881.48,5.5,10703.41,5.41,14660.31,7.41,16322.21,8.25,12820.36,6.48
Odisha,2020,223945,17467.71,7.8,33927.67,15.15,27500.45,12.28,34241.19,15.29,25014.66,11.17,10122.31,4.52,23155.91,10.34,11958.66,5.34,19348.85,8.64,8397.94,3.75,12809.65,5.72
Odisha,2021,239642,28804.97,12.02,39852.46,16.63,23772.49,9.92,34125.02,14.24,24850.88,10.37,12197.78,5.09,16223.76,6.77,6638.08,2.77,20058.04,8.37,11670.57,4.87,21423.99,8.94
Odisha,2022,254020,20829.64,8.2,35080.16,13.81,31498.48,12.4,44631.31,17.57,27586.57,10.86,11659.52,4.59,25122.58,9.89,7823.82,3.08,12904.22,5.08,14529.94,5.72,22379.16,8.81
Odisha,2023,235520,22044.67,9.36,48352.26,20.53,26425.34,11.22,33514.5,14.23,20796.42,8.83,6641.66,2.82,15567.87,6.61,8667.14,3.68,18818.05,7.99,16274.43,6.91,18417.66,7.82
Odisha,2024,265542,24243.98,9.13,61233.99,23.06,29581.38,11.14,26979.07,10.16,19835.99,7.47,5231.18,1.97,27058.73,10.19,10382.69,3.91,16968.13,6.39,21296.47,8.02,22730.4,8.56
Punjab,1995,31065,2497.63,8.04,6129.12,19.73,2528.69,8.14,3690.52,11.88,3072.33,9.89,872.93,2.81,2944.96,9.48,1447.63,4.66,2758.57,8.88,2000.59,6.44,3125.14,10.06
Punjab,1996,30164,3221.52,10.68,5025.32,16.66,3067.68,10.17,3770.5,12.5,2464.4,8.17,1173.38,3.89,2316.6,7.68,898.89,2.98,2944.01,9.76,2014.96,6.68,3269.78,10.84
Punjab,1997,35237,4464.53,12.67,5570.97,15.81,2811.91,7.98,4249.58,12.06,3069.14,8.71,813.97,2.31,2889.43,8.2,1487.0,4.22,3713.98,10.54,2931.72,8.32,3227.71,9.16
Punjab,1998,37338,3759.94,10.07,7467.6,20.0,4226.66,11.32,5727.65,15.34,3935.43,10.54,425.65,1.14,2262.68,6.06,1840.76,4.93,2934.77,7.86,1900.5,5.09,2856.36,7.65
Punjab,1999,39549,3642.46,9.21,6806.38,17.21,4180.33,10.57,6861.75,17.35,2800.07,7.08,1067.82,2.7,2499.5,6.32,2068.41,5.23,2871.26,7.26,2463.9,6.23,4291.07,10.85
Punjab,2000,43970,4322.25,9.83,7663.97,17.43,5795.25,13.18,5773.26,13.13,3266.97,7.43,1820.36,4.14,4119.99,9.37,1446.61,3.29,3187.82,7.25,2875.64,6.54,3693.48,8.4
Punjab,2001,46130,2749.35,5.96,9931.79,21.53,2818.54,6.11,8054.3,17.46,5101.98,11.06,1125.57,2.44,3395.17,7.36,2260.37,4.9,3123.0,6.77,3399.78,7.37,4179.38,9.06
Punjab,2002,47379,2430.54,5.13,9049.39,19.1,6235.08,13.16,5022.17,10.6,5311.19,11.21,1080.24,2.28,3889.82,8.21,2070.46,4.37,3496.57,7.38,3520.26,7.43,5273.28,11.13
Punjab,2003,49586,4388.36,8.85,10150.25,20.47,4368.53,8.81,6133.79,12.37,5429.67,10.95,1626.42,3.28,5856.11,11.81,1576.83,3.18,3054.5,6.16,3599.94,7.26,3401.6,6.86
Punjab,2004,59250,5628.75,9.5,9752.55,16.46,4485.23,7.57,12821.7,21.64,5243.62,8.85,1386.45,2.34,5960.55,10.06,1807.12,3.05,3454.28,5.83,4141.57,6.99,4568.18,7.71
Punjab,2005,65836,5859.4,8.9,10527.18,15.99,5174.71,7.86,11001.2,16.71,6616.52,10.05,1079.71,1.64,7860.82,11.94,4114.75,6.25,4042.33,6.14,3416.89,5.19,6142.5,9.33
Punjab,2006,69110,6054.04,8.76,13448.81,19.46,10117.7,14.64,11105.98,16.07,6565.45,9.5,2667.65,3.86,4706.39,6.81,1769.22,2.56,3994.56,5.78,2854.24,4.13,5832.88,8.44
Punjab,2007,76074,6184.82,8.13,15290.87,20.1,9539.68,12.54,9988.52,13.13,6740.16,8.86,2746.27,3.61,4655.73,6.12,3971.06,5.22,4982.85,6.55,4960.02,6.52,7014.02,9.22
Punjab,2008,74409,7061.41,9.49,15663.09,21.05,5699.73,7.66,9137.43,12.28,8690.97,11.68,2924.27,3.93,5751.82,7.73,4323.16,5.81,4323.16,5.81,4821.7,6.48,6019.69,8.09
Punjab,2009,91244,6350.58,6.96,19015.25,20.84,7454.63,8.17,14015.08,15.36,6952.79,7.62,4032.98,4.42,8065.97,8.84,4489.2,4.92,5246.53,5.75,5346.9,5.86,10274.07,11.26
Punjab,2010,91311,11706.07,12.82,13669.26,14.97,6903.11,7.56,17002.11,18.62,7980.58,8.74,2830.64,3.1,6327.85,6.93,4236.83,4.64,7040.08,7.71,3962.9,4.34,9651.57,10.57
Punjab,2011,102521,8560.5,8.35,21385.88,20.86,14014.62,13.67,14240.17,13.89,6438.32,6.28,1712.1,1.67,10959.49,10.69,3803.53,3.71,8919.33,8.7,6305.04,6.15,6202.52,6.05
Punjab,2012,106505,8179.58,7.68,24900.87,23.38,8073.08,7.58,19650.17,18.45,12429.13,11.67,2034.25,1.91,5516.96,5.18,3099.3,2.91,6986.73,6.56,6933.48,6.51,8690.81,8.16
Punjab,2013,104776,11305.33,10.79,21154.27,20.19,7868.68,7.51,14071.42,13.43,7879.16,7.52,1424.95,1.36,9566.05,9.13,3436.65,3.28,8801.18,8.4,8235.39,7.86,11043.39,10.54
Punjab,2014,126687,13314.8,10.51,28314.54,22.35,12073.27,9.53,16355.29,12.91,8209.32,6.48,1570.92,1.24,12275.97,9.69,6714.41,5.3,12060.6,9.52,7031.13,5.55,8779.41,6.93
Punjab,2015,122210,10607.83,8.68,28206.07,23.08,10974.46,8.98,14225.24,11.64,12440.98,10.18,2480.86,2.03,12538.75,10.26,6550.46,5.36,10913.35,8.93,5475.01,4.48,7809.22,6.39
Punjab,2016,140595,10924.23,7.77,26713.05,19.0,17447.84,12.41,18600.72,13.23,11795.92,8.39,5131.72,3.65,16983.88,12.08,4611.52,3.28,9490.16,6.75,8660.65,6.16,10235.32,7.28
Punjab,2017,151843,13681.05,9.01,29108.3,19.17,16824.2,11.08,17477.13,11.51,18600.77,12.25,6043.35,3.98,11965.23,7.88,4509.74,2.97,9976.09,6.57,8624.68,5.68,15017.27,9.89
Punjab,2018,184070,11430.75,6.21,31163.05,16.93,24076.36,13.08,29874.56,16.23,11835.7,6.43,7841.38,4.26,14136.58,7.68,9976.59,5.42,13713.22,7.45,11522.78,6.26,18517.44,10.06
Punjab,2019,187953,15261.78,8.12,36237.34,19.28,24903.77,13.25,23456.53,12.48,20618.44,10.97,5450.64,2.9,12649.24,6.73,8533.07,4.54,14115.27,7.51,10074.28,5.36,16652.64,8.86
Punjab,2020,185422,17633.63,9.51,41256.39,22.25,14277.49,7.7,27831.84,15.01,20414.96,11.01,4153.45,2.24,16558.18,8.93,9196.93,4.96,13943.73,7.52,6971.87,3.76,13183.5,7.11
Punjab,2021,202364,15157.06,7.49,32378.24,16.0,13194.13,6.52,38509.87,19.03,19993.56,9.88,9612.29,4.75,19265.05,9.52,7487.47,3.7,12789.4,6.32,13942.88,6.89,20074.51,9.92
Punjab,2022,227660,28867.29,12.68,46602.0,20.47,19783.65,8.69,23084.72,10.14,26021.54,11.43,5600.44,2.46,14684.07,6.45,10199.17,4.48,21513.87,9.45,15958.97,7.01,15298.75,6.72
Punjab,2023,255707,29713.15,11.62,53672.9,20.99,25314.99,9.9,34878.43,13.64,23806.32,9.31,3375.33,1.32,27565.21,10.78,7287.65,2.85,15751.55,6.16,18283.05,7.15,16083.97,6.29
Punjab,2024,249610,17946.96,7.19,49148.21,19.69,32848.68,13.16,46901.72,18.79,18770.67,7.52,3744.15,1.5,23138.85,9.27,8886.12,3.56,20917.32,8.38,12081.12,4.84,15201.25,6.09
Rajasthan,1995,45600,3182.88,6.98,7966.32,17.47,5535.84,12.14,5959.92,13.07,5221.2,11.45,725.04,1.59,5193.84,11.39,1869.6,4.1,2736.0,6.0,2795.28,6.13,4414.08,9.68
Rajasthan,1996,54432,5040.4,9.26,10663.23,19.59,6771.34,12.44,5236.36,9.62,4436.21,8.15,2286.14,4.2,5002.3,9.19,3053.64,5.61,4098.73,7.53,2318.8,4.26,5519.4,10.14
Rajasthan,1997,53188,4776.28,8.98,10217.41,19.21,5680.48,10.68,9563.2,17.98,3989.1,7.5,1047.8,1.97,4728.41,8.89,1829.67,3.44,3542.32,6.66,2271.13,4.27,5536.87,10.41
Rajasthan,1998,63489,4653.74,7.33,12367.66,19.48,8158.34,12.85,11097.88,17.48,4837.86,7.62,1739.6,2.74,5079.12,8.0,2647.49,4.17,3974.41,6.26,2228.46,3.51,6704.44,10.56
Rajasthan,1999,63997,5599.74,8.75,9362.76,14.63,6412.5,10.02,7999.62,12.5,7628.44,11.92,2527.88,3.95,5222.16,8.16,2764.67,4.32,5382.15,8.41,4614.18,7.21,6476.5,10.12
Rajasthan,2000,76875,7564.5,9.84,11623.5,15.12,4996.88,6.5,13837.5,18.0,7772.06,10.11,2890.5,3.76,7141.69,9.29,3759.19,4.89,4812.38,6.26,4597.13,5.98,7879.69,10.25
Rajasthan,2001,72361,6005.96,8.3,14710.99,20.33,8943.82,12.36,6649.98,9.19,7265.04,10.04,2409.62,3.33,7047.96,9.74,2619.47,3.62,5209.99,7.2,5419.84,7.49,6085.56,8.41
Rajasthan,2002,77328,6023.85,7.79,15852.24,20.5,6317.7,8.17,9720.13,12.57,9178.83,11.87,2783.81,3.6,5513.49,7.13,2721.95,3.52,5273.77,6.82,6070.25,7.85,7864.26,10.17
Rajasthan,2003,81737,7634.24,9.34,16723.39,20.46,7462.59,9.13,9203.59,11.26,8803.07,10.77,3817.12,4.67,6032.19,7.38,2942.53,3.6,8002.05,9.79,6310.1,7.72,4806.14,5.88
Rajasthan,2004,87317,8382.43,9.6,15490.04,17.74,10128.77,11.6,14651.79,16.78,6182.04,7.08,2244.05,2.57,7945.85,9.1,2741.75,3.14,5003.26,5.73,7177.46,8.22,7378.29,8.45
Rajasthan,2005,109846,7930.88,7.22,16026.53,14.59,9172.14,8.35,20563.17,18.72,9205.09,8.38,5415.41,4.93,8820.63,8.03,5668.05,5.16,9501.68,8.65,9457.74,8.61,8084.67,7.36
Rajasthan,2006,107442,9347.45,8.7,18523.0,17.24,10744.2,10.0,18426.3,17.15,10733.46,9.99,4383.63,4.08,6532.47,6.08,3169.54,2.95,10174.76,9.47,4394.38,4.09,11002.06,10.24
Rajasthan,2007,132959,8482.78,6.38,24690.49,18.57,8442.9,6.35,21419.69,16.11,16593.28,12.48,5477.91,4.12,14465.94,10.88,5717.24,4.3,8934.84,6.72,7884.47,5.93,10849.45,8.16
Rajasthan,2008,140985,15832.62,11.23,28197.0,20.0,19018.88,13.49,21866.77,15.51,11307.0,8.02,1917.4,1.36,9488.29,6.73,4906.28,3.48,7218.43,5.12,7923.36,5.62,13294.89,9.43
Rajasthan,2009,148035,15943.37,10.77,20606.47,13.92,16061.8,10.85,26083.77,17.62,11161.84,7.54,5403.28,3.65,14092.93,9.52,5418.08,3.66,11280.27,7.62,9844.33,6.65,12138.87,8.2
Rajasthan,2010,149219,10102.13,6.77,33111.7,22.19,20786.21,13.93,25755.2,17.26,9027.75,6.05,3700.63,2.48,7520.64,5.04,7848.92,5.26,9415.72,6.31,8490.56,5.69,13459.55,9.02
Rajasthan,2011,161156,14729.66,9.14,21449.86,13.31,14987.51,9.3,28959.73,17.97,18081.7,11.22,7413.18,4.6,15535.44,9.64,8847.46,5.49,13005.29,8.07,7832.18,4.86,10313.98,6.4
Rajasthan,2012,165169,14914.76,9.03,30886.6,18.7,22017.03,13.33,24098.16,14.59,11297.56,6.84,6788.45,4.11,11033.29,6.68,8043.73,4.87,12387.67,7.5,13015.32,7.88,10669.92,6.46
Rajasthan,2013,189891,13482.26,7.1,39877.11,21.0,16463.55,8.67,23850.31,12.56,21590.61,11.37,7329.79,3.86,10956.71,5.77,8127.33,4.28,16881.31,8.89,8962.86,4.72,22388.15,11.79
Rajasthan,2014,223726,25392.9,11.35,36735.81,16.42,19665.52,8.79,34140.59,15.26,27428.81,12.26,3959.95,1.77,13535.42,6.05,10403.26,4.65,19956.36,8.92,9709.71,4.34,22820.05,10.2
Rajasthan,2015,239387,25542.59,10.67,45315.96,18.93,24345.66,10.17,34782.93,14.53,18217.35,7.61,8330.67,3.48,20323.96,8.49,8306.73,3.47,17379.5,7.26,13884.45,5.8,22957.21,9.59
Rajasthan,2016,256121,20771.41,8.11,40339.06,15.75,18876.12,7.37,29325.85,11.45,29300.24,11.44,12831.66,5.01,25996.28,10.15,7914.14,3.09,18415.1,7.19,21591.0,8.43,30785.74,12.02
